w_Si(nm),h_Si(nm),Refractive Index(real part),Refractive Index(imaginary part) 
256.8,220,2.7264,-0.03907
256.9,220,2.7315,-0.040163
257,220,2.7373,-0.039845
257,221,2.7423,-0.0409
257,222,2.7471,-0.042311
257,223,2.1964,-0.042521
257,224,2.1964,-0.042518
257,225,2.1964,-0.042515
257,226,2.1963,-0.042512
257,227,2.1963,-0.042508
257,228,2.1962,-0.042508
257,229,2.1962,-0.042506
257,230,2.1962,-0.042501
257,231,2.1961,-0.042504
257,232,2.1961,-0.0425
257,233,2.1963,-0.042221
257,234,2.2085,-0.042674
257,235,2.2204,-0.042242
257,236,2.2322,-0.041813
257,237,2.2439,-0.041392
257,238,2.2552,-0.040873
257,239,2.2666,-0.040415
257,240,2.2778,-0.039965
257,241,2.2892,-0.039519
257,242,2.3001,-0.039057
257,243,2.3108,-0.038514
257,244,2.3214,-0.037985
257,245,2.3319,-0.037442
257,246,2.3422,-0.036894
257,247,2.3523,-0.036415
257,248,2.3623,-0.035892
257,249,2.372,-0.035272
257,250,2.3818,-0.034793
257,251,2.3913,-0.034282
257,252,2.4007,-0.033772
257,253,2.41,-0.033299
257,254,2.4191,-0.032813
257,255,2.4281,-0.03257
257,256,2.437,-0.031893
257,257,2.4457,-0.031469
257,258,2.4543,-0.031087
257,259,2.4629,-0.030686
257,260,2.4716,-0.03044
257,261,2.4796,-0.029967
257,262,2.4879,-0.029674
257,263,2.4958,-0.02929
257,264,2.5037,-0.029052
257,265,2.5122,-0.028644
257,266,2.5195,-0.028555
257,267,2.5271,-0.028552
257,268,2.5347,-0.028342
257,269,2.5422,-0.028115
257,270,2.5495,-0.028095
257,271,2.5568,-0.027949
257,272,2.5639,-0.027695
257,273,2.5709,-0.027815
257,274,2.578,-0.02789
257,275,2.5852,-0.028098
257,276,2.5917,-0.027716
257,277,2.5985,-0.027855
257,278,2.6052,-0.027824
257,279,2.6119,-0.028044
257,280,2.6185,-0.028317
257,281,2.6257,-0.026072
257,282,2.631,-0.028936
257,283,2.6371,-0.028778
257,284,2.6441,-0.03013
257,285,2.6511,-0.031096
257,286,2.6575,-0.031665
257,287,2.6639,-0.032324
257,288,2.6675,-0.029274
257,289,2.6732,-0.031449
257,290,2.6794,-0.033671
257.1,220,2.6852,-0.034469
257.2,220,2.6909,-0.035559
257.3,220,2.6966,-0.034517
257.4,220,2.7023,-0.035291
257.5,220,2.7072,-0.036701
257.6,220,2.7128,-0.03759
257.7,220,2.7181,-0.038427
257.8,220,2.7233,-0.036261
257.9,220,2.726,-0.038886
258,220,2.7319,-0.038564
258,221,2.7369,-0.039536
258,222,2.742,-0.040894
258,223,2.7469,-0.04238
258,224,2.1961,-0.042499
258,225,2.196,-0.042496
258,226,2.196,-0.042491
258,227,2.196,-0.042493
258,228,2.1959,-0.042491
258,229,2.1959,-0.042486
258,230,2.1959,-0.04248
258,231,2.1958,-0.042479
258,232,2.1958,-0.042473
258,233,2.1958,-0.042475
258,234,2.1959,-0.04219
258,235,2.2082,-0.042644
258,236,2.2201,-0.042165
258,237,2.2319,-0.041789
258,238,2.2436,-0.041366
258,239,2.2549,-0.040838
258,240,2.2662,-0.04039
258,241,2.2774,-0.039944
258,242,2.2888,-0.039517
258,243,2.2997,-0.039007
258,244,2.3105,-0.038465
258,245,2.3211,-0.037962
258,246,2.3315,-0.037409
258,247,2.3418,-0.036865
258,248,2.352,-0.036362
258,249,2.362,-0.035861
258,250,2.3717,-0.035275
258,251,2.3814,-0.034719
258,252,2.391,-0.03425
258,253,2.4002,-0.033972
258,254,2.4097,-0.033273
258,255,2.4188,-0.03279
258,256,2.4277,-0.03231
258,257,2.4367,-0.031864
258,258,2.4454,-0.031439
258,259,2.454,-0.031052
258,260,2.4626,-0.030661
258,261,2.4713,-0.030412
258,262,2.4793,-0.029945
258,263,2.4875,-0.029665
258,264,2.4955,-0.029275
258,265,2.5034,-0.029018
258,266,2.5119,-0.028609
258,267,2.5191,-0.028534
258,268,2.5269,-0.028493
258,269,2.5343,-0.028342
258,270,2.5419,-0.028146
258,271,2.5493,-0.028113
258,272,2.5563,-0.027922
258,273,2.5633,-0.027647
258,274,2.5708,-0.02775
258,275,2.5779,-0.027949
258,276,2.5848,-0.028049
258,277,2.5917,-0.028052
258,278,2.5981,-0.027517
258,279,2.6049,-0.027806
258,280,2.6116,-0.027981
258,281,2.6182,-0.028236
258,282,2.6252,-0.02638
258,283,2.6318,-0.026262
258,284,2.6373,-0.029485
258,285,2.6437,-0.029922
258,286,2.6507,-0.030956
258,287,2.6571,-0.031602
258,288,2.6636,-0.032433
258,289,2.67,-0.03315
258,290,2.6732,-0.031755
258.1,220,2.679,-0.032336
258.2,220,2.6849,-0.034576
258.3,220,2.6904,-0.035371
258.4,220,2.6962,-0.034317
258.5,220,2.7018,-0.035088
258.6,220,2.7073,-0.03579
258.7,220,2.7123,-0.037403
258.8,220,2.718,-0.038451
258.9,220,2.7233,-0.036462
259,220,2.7266,-0.040365
259,221,2.7316,-0.038559
259,222,2.7366,-0.03976
259,223,2.7416,-0.040708
259,224,2.7464,-0.042061
259,225,2.1957,-0.042469
259,226,2.1957,-0.042466
259,227,2.1957,-0.042461
259,228,2.1956,-0.042458
259,229,2.1956,-0.042457
259,230,2.1956,-0.042453
259,231,2.1955,-0.042451
259,232,2.1955,-0.042454
259,233,2.1954,-0.042451
259,234,2.1954,-0.042447
259,235,2.1956,-0.042159
259,236,2.2079,-0.042629
259,237,2.2198,-0.04218
259,238,2.2316,-0.041755
259,239,2.2431,-0.041242
259,240,2.2548,-0.040898
259,241,2.2659,-0.040357
259,242,2.2774,-0.039955
259,243,2.2885,-0.039462
259,244,2.2994,-0.038977
259,245,2.3098,-0.038456
259,246,2.3208,-0.037932
259,247,2.3312,-0.037383
259,248,2.3415,-0.036835
259,249,2.3516,-0.036327
259,250,2.3616,-0.035785
259,251,2.3714,-0.035248
259,252,2.3811,-0.034692
259,253,2.3906,-0.034196
259,254,2.3999,-0.033944
259,255,2.4093,-0.033246
259,256,2.4184,-0.032721
259,257,2.4275,-0.032287
259,258,2.4364,-0.031837
259,259,2.4451,-0.031412
259,260,2.4537,-0.031031
259,261,2.4622,-0.030632
259,262,2.4707,-0.030271
259,263,2.479,-0.029883
259,264,2.4872,-0.029624
259,265,2.4951,-0.029274
259,266,2.5031,-0.028988
259,267,2.5116,-0.028594
259,268,2.5188,-0.028476
259,269,2.5265,-0.028465
259,270,2.534,-0.028262
259,271,2.5416,-0.02809
259,272,2.549,-0.028092
259,273,2.5561,-0.027866
259,274,2.5633,-0.027661
259,275,2.5704,-0.02768
259,276,2.5775,-0.027956
259,277,2.5845,-0.028004
259,278,2.5915,-0.027986
259,279,2.5978,-0.027619
259,280,2.6045,-0.027663
259,281,2.6112,-0.027875
259,282,2.6179,-0.028181
259,283,2.6246,-0.028626
259,284,2.6315,-0.026159
259,285,2.637,-0.029444
259,286,2.6433,-0.029866
259,287,2.6504,-0.030971
259,288,2.6568,-0.031551
259,289,2.6632,-0.032344
259,290,2.6694,-0.033041
259.1,220,2.6737,-0.031788
259.2,220,2.6787,-0.032302
259.3,220,2.6842,-0.034096
259.4,220,2.69,-0.035275
259.5,220,2.6958,-0.034272
259.6,220,2.7014,-0.034866
259.7,220,2.7067,-0.036551
259.8,220,2.7119,-0.037224
259.9,220,2.7172,-0.035192
260,220,2.7228,-0.036107
260,221,2.7268,-0.038509
260,222,2.7311,-0.038293
260,223,2.7362,-0.039376
260,224,2.7411,-0.040294
260,225,2.7459,-0.041843
260,226,2.1954,-0.042447
260,227,2.1953,-0.042437
260,228,2.1953,-0.042433
260,229,2.1953,-0.042431
260,230,2.1952,-0.042422
260,231,2.1952,-0.042426
260,232,2.1952,-0.042421
260,233,2.1951,-0.042419
260,234,2.1951,-0.04242
260,235,2.1951,-0.042417
260,236,2.1952,-0.042139
260,237,2.2075,-0.042584
260,238,2.2194,-0.042149
260,239,2.2311,-0.041655
260,240,2.2429,-0.0413
260,241,2.2544,-0.040867
260,242,2.2658,-0.040381
260,243,2.2771,-0.039939
260,244,2.2878,-0.03939
260,245,2.2991,-0.038941
260,246,2.3095,-0.038428
260,247,2.3204,-0.037888
260,248,2.3309,-0.037345
260,249,2.3412,-0.036808
260,250,2.3509,-0.03645
260,251,2.3613,-0.035764
260,252,2.3711,-0.035223
260,253,2.3807,-0.034668
260,254,2.3903,-0.034144
260,255,2.3996,-0.033918
260,256,2.409,-0.033216
260,257,2.4181,-0.032701
260,258,2.4271,-0.03226
260,259,2.436,-0.031807
260,260,2.4448,-0.031384
260,261,2.4534,-0.030991
260,262,2.4619,-0.030599
260,263,2.4703,-0.030243
260,264,2.4787,-0.02986
260,265,2.4869,-0.029607
260,266,2.4948,-0.029247
260,267,2.5028,-0.02893
260,268,2.5113,-0.028575
260,269,2.5185,-0.028416
260,270,2.5262,-0.028415
260,271,2.5338,-0.028312
260,272,2.5414,-0.028177
260,273,2.5487,-0.028041
260,274,2.5558,-0.027809
260,275,2.5629,-0.027629
260,276,2.57,-0.027676
260,277,2.5771,-0.027864
260,278,2.5841,-0.027834
260,279,2.5911,-0.027919
260,280,2.5975,-0.027483
260,281,2.6043,-0.027936
260,282,2.6109,-0.02789
260,283,2.6175,-0.028046
260,284,2.6241,-0.028399
260,285,2.631,-0.025794
260,286,2.6366,-0.029339
260,287,2.6436,-0.030421
260,288,2.6499,-0.030884
260,289,2.6564,-0.031452
260,290,2.6628,-0.032151
260.1,220,2.6689,-0.033166
260.2,220,2.6735,-0.03143
260.3,220,2.6783,-0.032147
260.4,220,2.684,-0.032745
260.5,220,2.6897,-0.034903
260.6,220,2.6954,-0.034099
260.7,220,2.7009,-0.034748
260.8,220,2.7063,-0.036402
260.9,220,2.7113,-0.034241
261,220,2.7169,-0.03513
261,221,2.7225,-0.036095
261,222,2.7262,-0.036239
261,223,2.7307,-0.038085
261,224,2.7358,-0.039323
261,225,2.7406,-0.040468
261,226,2.7454,-0.041636
261,227,2.195,-0.042408
261,228,2.195,-0.042407
261,229,2.195,-0.042398
261,230,2.1949,-0.042395
261,231,2.1949,-0.042386
261,232,2.1949,-0.042383
261,233,2.1948,-0.04238
261,234,2.1948,-0.042375
261,235,2.1948,-0.042374
261,236,2.1947,-0.042377
261,237,2.1949,-0.04211
261,238,2.2072,-0.04257
261,239,2.2191,-0.042122
261,240,2.2308,-0.041623
261,241,2.2426,-0.041278
261,242,2.2539,-0.040739
261,243,2.2655,-0.040359
261,244,2.2767,-0.039883
261,245,2.2875,-0.039386
261,246,2.2987,-0.038899
261,247,2.3091,-0.038382
261,248,2.3201,-0.037841
261,249,2.3305,-0.037344
261,250,2.3408,-0.036748
261,251,2.3506,-0.036433
261,252,2.3609,-0.035727
261,253,2.3708,-0.035201
261,254,2.3804,-0.034629
261,255,2.3899,-0.034118
261,256,2.3992,-0.033872
261,257,2.4087,-0.0332
261,258,2.4178,-0.032674
261,259,2.4268,-0.032232
261,260,2.4358,-0.031781
261,261,2.4445,-0.031356
261,262,2.453,-0.030963
261,263,2.4616,-0.030569
261,264,2.47,-0.03021
261,265,2.4784,-0.029822
261,266,2.4866,-0.029563
261,267,2.4945,-0.029208
261,268,2.5026,-0.028909
261,269,2.511,-0.028555
261,270,2.5182,-0.02839
261,271,2.5259,-0.028366
261,272,2.5335,-0.028294
261,273,2.541,-0.028128
261,274,2.5484,-0.028
261,275,2.5555,-0.027729
261,276,2.5626,-0.027563
261,277,2.5696,-0.027626
261,278,2.5768,-0.027771
261,279,2.5838,-0.027817
261,280,2.5908,-0.027778
261,281,2.5972,-0.027473
261,282,2.604,-0.027913
261,283,2.6106,-0.027741
261,284,2.6172,-0.028059
261,285,2.6238,-0.028553
261,286,2.6313,-0.026458
261,287,2.6363,-0.029304
261,288,2.6433,-0.030353
261,289,2.6497,-0.0309
261,290,2.656,-0.03141
261.1,220,2.6624,-0.032024
261.2,220,2.6686,-0.033107
261.3,220,2.6741,-0.032753
261.4,220,2.6778,-0.03192
261.5,220,2.6836,-0.034194
261.6,220,2.6892,-0.03496
261.7,220,2.6951,-0.034063
261.8,220,2.7005,-0.034559
261.9,220,2.7059,-0.036189
262,220,2.7111,-0.034271
262,221,2.7167,-0.035151
262,222,2.7222,-0.035966
262,223,2.7277,-0.036863
262,224,2.7303,-0.037979
262,225,2.7353,-0.038566
262,226,2.7402,-0.040198
262,227,2.745,-0.041623
262,228,2.1947,-0.042369
262,229,2.1947,-0.042367
262,230,2.1946,-0.042365
262,231,2.1946,-0.04236
262,232,2.1946,-0.042358
262,233,2.1945,-0.042354
262,234,2.1945,-0.042354
262,235,2.1945,-0.04235
262,236,2.1944,-0.042348
262,237,2.1944,-0.042345
262,238,2.1946,-0.042081
262,239,2.2068,-0.042524
262,240,2.2187,-0.042089
262,241,2.2305,-0.041663
262,242,2.2422,-0.041237
262,243,2.2538,-0.040803
262,244,2.2652,-0.04032
262,245,2.2761,-0.039812
262,246,2.2875,-0.039353
262,247,2.298,-0.038877
262,248,2.3088,-0.038358
262,249,2.3198,-0.037823
262,250,2.3298,-0.037365
262,251,2.3405,-0.036718
262,252,2.3506,-0.0362
262,253,2.3606,-0.0357
262,254,2.3704,-0.035174
262,255,2.3801,-0.034617
262,256,2.3896,-0.034093
262,257,2.3989,-0.033854
262,258,2.4083,-0.033134
262,259,2.4174,-0.032648
262,260,2.4265,-0.032213
262,261,2.4354,-0.031755
262,262,2.4441,-0.031335
262,263,2.4528,-0.030924
262,264,2.4613,-0.030537
262,265,2.4697,-0.030164
262,266,2.4781,-0.029788
262,267,2.4863,-0.029534
262,268,2.4942,-0.02916
262,269,2.5023,-0.028849
262,270,2.5101,-0.028658
262,271,2.5178,-0.028363
262,272,2.5256,-0.028342
262,273,2.5332,-0.028235
262,274,2.5407,-0.028087
262,275,2.5481,-0.027961
262,276,2.5552,-0.027697
262,277,2.5622,-0.027541
262,278,2.5694,-0.02755
262,279,2.5765,-0.027638
262,280,2.5836,-0.027698
262,281,2.5905,-0.027781
262,282,2.5969,-0.027376
262,283,2.6037,-0.027866
262,284,2.6103,-0.027671
262,285,2.6169,-0.028105
262,286,2.6235,-0.028438
262,287,2.6309,-0.026444
262,288,2.636,-0.029217
262,289,2.643,-0.030335
262,290,2.6492,-0.030721
262.1,220,2.6556,-0.031331
262.2,220,2.662,-0.032219
262.3,220,2.6684,-0.032816
262.4,220,2.6744,-0.033553
262.5,220,2.6775,-0.031804
262.6,220,2.6833,-0.032508
262.7,220,2.6888,-0.03477
262.8,220,2.6947,-0.033886
262.9,220,2.7002,-0.035391
263,220,2.7053,-0.033456
263,221,2.711,-0.034374
263,222,2.7165,-0.035106
263,223,2.7219,-0.035891
263,224,2.7274,-0.036794
263,225,2.7306,-0.039109
263,226,2.7349,-0.038849
263,227,2.7398,-0.039995
263,228,2.7445,-0.041583
263,229,2.1944,-0.042336
263,230,2.1943,-0.042333
263,231,2.1943,-0.042333
263,232,2.1943,-0.042343
263,233,2.1942,-0.042323
263,234,2.1942,-0.042319
263,235,2.1942,-0.042318
263,236,2.1941,-0.042313
263,237,2.1941,-0.04231
263,238,2.1941,-0.042316
263,239,2.1942,-0.042057
263,240,2.2065,-0.042495
263,241,2.2184,-0.042059
263,242,2.2301,-0.041564
263,243,2.2417,-0.041121
263,244,2.2534,-0.040758
263,245,2.2646,-0.040231
263,246,2.2757,-0.039766
263,247,2.2871,-0.039331
263,248,2.2981,-0.038838
263,249,2.3088,-0.038315
263,250,2.3194,-0.037779
263,251,2.3295,-0.037334
263,252,2.3402,-0.03669
263,253,2.3503,-0.036173
263,254,2.3603,-0.035662
263,255,2.3699,-0.035321
263,256,2.3798,-0.034589
263,257,2.3893,-0.034069
263,258,2.3988,-0.033587
263,259,2.408,-0.033104
263,260,2.4171,-0.032615
263,261,2.4262,-0.032174
263,262,2.435,-0.031726
263,263,2.4437,-0.031313
263,264,2.4524,-0.0309
263,265,2.461,-0.030517
263,266,2.4694,-0.030151
263,267,2.4777,-0.029773
263,268,2.4859,-0.029471
263,269,2.4939,-0.029132
263,270,2.5019,-0.028854
263,271,2.5098,-0.028617
263,272,2.5176,-0.028332
263,273,2.5252,-0.028373
263,274,2.5329,-0.028226
263,275,2.5404,-0.02805
263,276,2.5478,-0.02794
263,277,2.5549,-0.027654
263,278,2.5619,-0.027524
263,279,2.569,-0.027552
263,280,2.5761,-0.027785
263,281,2.5832,-0.027705
263,282,2.5901,-0.027716
263,283,2.5967,-0.027436
263,284,2.6034,-0.027427
263,285,2.61,-0.027761
263,286,2.6166,-0.028106
263,287,2.6232,-0.028487
263,288,2.6306,-0.02634
263,289,2.637,-0.02647
263,290,2.6426,-0.030214
263.1,220,2.649,-0.030716
263.2,220,2.6551,-0.031234
263.3,220,2.6615,-0.031858
263.4,220,2.668,-0.032782
263.5,220,2.674,-0.033421
263.6,220,2.6792,-0.033599
263.7,220,2.6829,-0.032436
263.8,220,2.6884,-0.034643
263.9,220,2.6944,-0.033877
264,220,2.6999,-0.035417
264,221,2.705,-0.033396
264,222,2.7107,-0.03442
264,223,2.7163,-0.035252
264,224,2.7217,-0.035943
264,225,2.7269,-0.036519
264,226,2.7303,-0.038991
264,227,2.7343,-0.038186
264,228,2.7392,-0.03952
264,229,2.744,-0.041054
264,230,2.194,-0.042308
264,231,2.194,-0.042304
264,232,2.194,-0.042302
264,233,2.1939,-0.042295
264,234,2.1939,-0.04229
264,235,2.1939,-0.042289
264,236,2.1938,-0.042287
264,237,2.1938,-0.042283
264,238,2.1938,-0.042287
264,239,2.1937,-0.042278
264,240,2.1939,-0.042026
264,241,2.2062,-0.042465
264,242,2.218,-0.041984
264,243,2.2299,-0.041598
264,244,2.2414,-0.041096
264,245,2.2531,-0.040725
264,246,2.2645,-0.040263
264,247,2.2757,-0.039765
264,248,2.2868,-0.03931
264,249,2.2977,-0.038759
264,250,2.3085,-0.038247
264,251,2.3191,-0.037756
264,252,2.3292,-0.037287
264,253,2.3398,-0.03667
264,254,2.35,-0.036147
264,255,2.36,-0.035652
264,256,2.3695,-0.035287
264,257,2.3795,-0.034564
264,258,2.389,-0.034032
264,259,2.3984,-0.033548
264,260,2.4077,-0.03308
264,261,2.4168,-0.032594
264,262,2.4259,-0.032154
264,263,2.4348,-0.031907
264,264,2.4435,-0.031266
264,265,2.4521,-0.030869
264,266,2.4609,-0.030633
264,267,2.4691,-0.030103
264,268,2.4774,-0.029749
264,269,2.4856,-0.029452
264,270,2.4936,-0.029128
264,271,2.5015,-0.028836
264,272,2.5095,-0.028589
264,273,2.5172,-0.028423
264,274,2.5251,-0.028332
264,275,2.5326,-0.028168
264,276,2.5402,-0.028073
264,277,2.5475,-0.027897
264,278,2.5546,-0.027615
264,279,2.5617,-0.027503
264,280,2.5688,-0.027695
264,281,2.5759,-0.027763
264,282,2.5829,-0.027495
264,283,2.5899,-0.027685
264,284,2.597,-0.027949
264,285,2.603,-0.027351
264,286,2.6097,-0.02768
264,287,2.6163,-0.028055
264,288,2.6231,-0.028551
264,289,2.6298,-0.028997
264,290,2.6364,-0.026512
264.1,220,2.6423,-0.030185
264.2,220,2.6487,-0.030684
264.3,220,2.6548,-0.031089
264.4,220,2.6611,-0.031743
264.5,220,2.6676,-0.032688
264.6,220,2.6735,-0.033653
264.7,220,2.6789,-0.033484
264.8,220,2.6825,-0.032297
264.9,220,2.688,-0.034406
265,220,2.6939,-0.033553
265,221,2.6992,-0.032818
265,222,2.7048,-0.03357
265,223,2.7104,-0.034196
265,224,2.7157,-0.034755
265,225,2.721,-0.035334
265,226,2.7264,-0.036317
265,227,2.73,-0.0362
265,228,2.7338,-0.038458
265,229,2.7387,-0.039642
265,230,2.7435,-0.040846
265,231,2.1937,-0.042275
265,232,2.1937,-0.042273
265,233,2.1936,-0.042269
265,234,2.1936,-0.042267
265,235,2.1936,-0.042265
265,236,2.1935,-0.042274
265,237,2.1935,-0.042271
265,238,2.1935,-0.042268
265,239,2.1934,-0.042266
265,240,2.1934,-0.042263
265,241,2.1936,-0.042
265,242,2.2058,-0.042451
265,243,2.2177,-0.041995
265,244,2.2295,-0.041568
265,245,2.2411,-0.041059
265,246,2.2528,-0.040688
265,247,2.2642,-0.040234
265,248,2.2754,-0.03974
265,249,2.2865,-0.039277
265,250,2.2974,-0.038726
265,251,2.3082,-0.038222
265,252,2.3188,-0.037738
265,253,2.3288,-0.037264
265,254,2.3395,-0.036642
265,255,2.3497,-0.036126
265,256,2.3597,-0.035609
265,257,2.3692,-0.035259
265,258,2.3791,-0.034535
265,259,2.3887,-0.034007
265,260,2.3981,-0.033533
265,261,2.4074,-0.033047
265,262,2.4165,-0.032561
265,263,2.4255,-0.032124
265,264,2.4345,-0.031878
265,265,2.4431,-0.031246
265,266,2.4518,-0.030843
265,267,2.4606,-0.030603
265,268,2.4688,-0.030074
265,269,2.4774,-0.02984
265,270,2.4852,-0.029447
265,271,2.4933,-0.029127
265,272,2.5012,-0.028804
265,273,2.5092,-0.028559
265,274,2.5175,-0.028247
265,275,2.5246,-0.028189
265,276,2.5323,-0.028102
265,277,2.5398,-0.028039
265,278,2.5472,-0.027845
265,279,2.5545,-0.027767
265,280,2.5613,-0.027692
265,281,2.5685,-0.027598
265,282,2.5757,-0.027944
265,283,2.5827,-0.027625
265,284,2.5897,-0.027662
265,285,2.5966,-0.027881
265,286,2.6028,-0.027302
265,287,2.6094,-0.027554
265,288,2.6162,-0.02814
265,289,2.623,-0.028618
265,290,2.6295,-0.028871
265.1,220,2.6361,-0.026464
265.2,220,2.6419,-0.030112
265.3,220,2.6482,-0.030458
265.4,220,2.6545,-0.031008
265.5,220,2.6607,-0.031611
265.6,220,2.6672,-0.032864
265.7,220,2.6731,-0.033464
265.8,220,2.6784,-0.033301
265.9,220,2.6821,-0.03195
266,220,2.6881,-0.032923
266,221,2.6934,-0.034216
266,222,2.6989,-0.032756
266,223,2.7045,-0.033449
266,224,2.71,-0.033993
266,225,2.7154,-0.034643
266,226,2.7208,-0.035588
266,227,2.7261,-0.036178
266,228,2.7315,-0.037343
266,229,2.7362,-0.029362
266,230,2.7384,-0.03925
266,231,2.7431,-0.040435
266,232,2.1934,-0.042261
266,233,2.1933,-0.04225
266,234,2.1933,-0.042245
266,235,2.1933,-0.042239
266,236,2.1932,-0.042237
266,237,2.1932,-0.042234
266,238,2.1932,-0.042232
266,239,2.1931,-0.042229
266,240,2.1931,-0.042227
266,241,2.1931,-0.042226
266,242,2.1932,-0.041988
266,243,2.2055,-0.042406
266,244,2.2174,-0.041964
266,245,2.2292,-0.041541
266,246,2.2409,-0.04111
266,247,2.2524,-0.040653
266,248,2.2638,-0.04021
266,249,2.2751,-0.03972
266,250,2.2858,-0.039226
266,251,2.2971,-0.038729
266,252,2.3079,-0.038196
266,253,2.3181,-0.037758
266,254,2.3285,-0.037242
266,255,2.3392,-0.036632
266,256,2.3493,-0.0361
266,257,2.3594,-0.035604
266,258,2.3692,-0.035032
266,259,2.3788,-0.034512
266,260,2.3883,-0.033974
266,261,2.3978,-0.033505
266,262,2.4071,-0.033021
266,263,2.4162,-0.032535
266,264,2.4253,-0.032095
266,265,2.4342,-0.031853
266,266,2.4428,-0.031214
266,267,2.4515,-0.030803
266,268,2.4603,-0.030572
266,269,2.4685,-0.030049
266,270,2.4771,-0.0298
266,271,2.4849,-0.029371
266,272,2.493,-0.029098
266,273,2.501,-0.028771
266,274,2.5089,-0.028519
266,275,2.5172,-0.028244
266,276,2.5244,-0.02816
266,277,2.5321,-0.02805
266,278,2.5395,-0.027964
266,279,2.547,-0.027952
266,280,2.554,-0.027666
266,281,2.5613,-0.027649
266,282,2.5682,-0.027534
266,283,2.5754,-0.027505
266,284,2.5825,-0.02759
266,285,2.5894,-0.027617
266,286,2.5963,-0.027764
266,287,2.6025,-0.027276
266,288,2.6092,-0.027799
266,289,2.616,-0.028139
266,290,2.6226,-0.028547
266.1,220,2.6292,-0.028897
266.2,220,2.6358,-0.026398
266.3,220,2.6416,-0.030015
266.4,220,2.6478,-0.030449
266.5,220,2.6542,-0.031006
266.6,220,2.6603,-0.031543
266.7,220,2.6669,-0.032813
266.8,220,2.6727,-0.033382
266.9,220,2.6792,-0.033939
267,220,2.6845,-0.033622
267,221,2.6876,-0.032733
267,222,2.6929,-0.031909
267,223,2.6986,-0.032706
267,224,2.7041,-0.033231
267,225,2.7096,-0.033891
267,226,2.7151,-0.034731
267,227,2.7205,-0.035474
267,228,2.7259,-0.036437
267,229,2.7312,-0.037342
267,230,2.7338,-0.03985
267,231,2.7379,-0.039172
267,232,2.743,-0.039917
267,233,2.193,-0.042223
267,234,2.193,-0.042226
267,235,2.193,-0.042222
267,236,2.1929,-0.04222
267,237,2.1929,-0.042217
267,238,2.1929,-0.042209
267,239,2.1928,-0.042208
267,240,2.1928,-0.042205
267,241,2.1928,-0.042203
267,242,2.1927,-0.042201
267,243,2.1932,-0.041946
267,244,2.2052,-0.042392
267,245,2.2171,-0.041937
267,246,2.2288,-0.041444
267,247,2.2406,-0.041082
267,248,2.2521,-0.040634
267,249,2.2635,-0.040164
267,250,2.2748,-0.03967
267,251,2.2858,-0.039211
267,252,2.2968,-0.038692
267,253,2.3075,-0.038171
267,254,2.3177,-0.037744
267,255,2.3286,-0.03711
267,256,2.3389,-0.036596
267,257,2.349,-0.036073
267,258,2.359,-0.03556
267,259,2.3688,-0.035008
267,260,2.3783,-0.034645
267,261,2.388,-0.033955
267,262,2.3975,-0.033473
267,263,2.4068,-0.032997
267,264,2.4159,-0.03251
267,265,2.425,-0.032062
267,266,2.4339,-0.031824
267,267,2.4425,-0.031192
267,268,2.4512,-0.030785
267,269,2.4597,-0.030402
267,270,2.4682,-0.030019
267,271,2.4768,-0.029766
267,272,2.4846,-0.029353
267,273,2.4926,-0.02909
267,274,2.5007,-0.028739
267,275,2.5086,-0.02849
267,276,2.5169,-0.028207
267,277,2.524,-0.028123
267,278,2.5318,-0.028015
267,279,2.5392,-0.027978
267,280,2.5467,-0.027872
267,281,2.5538,-0.027676
267,282,2.561,-0.027592
267,283,2.568,-0.027388
267,284,2.5751,-0.027428
267,285,2.5822,-0.027546
267,286,2.5891,-0.027602
267,287,2.596,-0.027849
267,288,2.6024,-0.027591
267,289,2.6089,-0.027754
267,290,2.6156,-0.028102
267.1,220,2.6224,-0.028531
267.2,220,2.6289,-0.028831
267.3,220,2.6355,-0.026307
267.4,220,2.6411,-0.029874
267.5,220,2.6475,-0.030369
267.6,220,2.6537,-0.030848
267.7,220,2.6601,-0.031507
267.8,220,2.6664,-0.032604
267.9,220,2.6724,-0.033367
268,220,2.6788,-0.033856
268,221,2.684,-0.033513
268,222,2.6873,-0.032574
268,223,2.6926,-0.031784
268,224,2.6982,-0.032506
268,225,2.7038,-0.03309
268,226,2.7094,-0.033903
268,227,2.7148,-0.034523
268,228,2.7203,-0.035508
268,229,2.7256,-0.036287
268,230,2.7309,-0.037204
268,231,2.7334,-0.039651
268,232,2.7376,-0.038776
268,233,2.7422,-0.040111
268,234,2.1927,-0.0422
268,235,2.1927,-0.042198
268,236,2.1926,-0.042194
268,237,2.1926,-0.042199
268,238,2.1926,-0.042196
268,239,2.1925,-0.042194
268,240,2.1925,-0.042192
268,241,2.1925,-0.042179
268,242,2.1925,-0.042177
268,243,2.1924,-0.042174
268,244,2.1928,-0.041919
268,245,2.2048,-0.042362
268,246,2.2167,-0.041863
268,247,2.2286,-0.041476
268,248,2.2403,-0.041044
268,249,2.2518,-0.040609
268,250,2.2629,-0.040071
268,251,2.2744,-0.039659
268,252,2.2855,-0.039146
268,253,2.2964,-0.038659
268,254,2.3072,-0.038166
268,255,2.3178,-0.037622
268,256,2.3283,-0.037068
268,257,2.3386,-0.03657
268,258,2.3487,-0.036048
268,259,2.3584,-0.035641
